#;Ano Letivo de Previsão de Conclusão;Ano de Conclusão;Ano de Conclusão do Ensino Anterior;Data de Ingresso;Ano de Ingresso;Data da defesa do TCC;Data de Conclusão de Curso;Data de Expedisão do Diploma;Data de Matrícula;Data de Nascimento;Data previsa de defesa do TCC;Deficiência;Descrição do Curso;Estado;Estado Civil;Etnia/Raça;Forma de Ingresso;I.R.A.;Município de Redsidência;Município de Redsidência (Código IBGE);Média Geral no Período;Nacionalidade;Naturalidade;Naturalidade (Código IBGE);Nível de Ensino;Percentual de Progresso;Período de Ingresso;Renda Per Capita;Sexo;Situação no Curso;Situação no Período;Tipo de Escola de Origem;Transporte Escolar: Poder Público;Transporte Escolar: Tipo de Veículo;Transtorno;Zona Residencial;Prática Profissional Pendente;Colação de Grau Pendente;Atividades Complementares Pendente;Carga Horária de TCC Pendente;Carga Horária de Prática Profissional Pendente;Registro de TCC Pendente;Carga Horária de Seminário Pendente;Carga Horária Eletiva Pendente;Carga Horária Optativa Pendente;Carga Horária Obrigatória Pendente;Registro do ENADE;Dias Para Formar;Dias Para Defesa TCC;Idade;Minimo Previsto Para Formar;Maximo Previsto Para Formar;Diferença Dias P/F e D/TCC;Cotista;codigo da cota
239;2025;;2019.0;03/02/2020;2020;;;;13/11/2025;25/07/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;MA;Solteiro;Branca;SISU/Ampla concorrência;1.0;EstreitoMA;2104057;0;Brasileira;EstreitoMA;2104057;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;29;1096;2192;;Não;AC
240;2026;;2019.0;22/02/2021;2021;;;;14/11/2025;24/02/1993;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;32;1096;2192;;Sim;R2
241;2027;;2024.0;03/02/2025;2025;;;;15/11/2025;19/03/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);85.68;AraguaínaTO;1702109;0;Brasileira;ImperatrizMA;2105302;Graduação;15.0;1;0.25;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Não;AC
242;2023;;1999.0;01/02/2018;2018;;;;16/11/2025;10/11/1980;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;44;1096;2192;;Não;AC
243;2023;;2001.0;01/02/2018;2018;;;;17/11/2025;06/03/1983;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;Cabo de Santo AgostinhoPE;2602902;Graduação;36.48;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;42;1096;2192;;Não;AC
187;2024;;2016.0;28/01/2019;2019;;;;22/09/2025;30/08/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;63.94;AraguaínaTO;1702109;0;Brasileira;GoiatinsTO;1709005;Graduação;67.0;1;0.18;M;Matriculado;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;26;1096;2192;;Sim;LB_PPI
245;2021;;2015.0;23/03/2016;2016;;;;19/11/2025;03/07/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Amarela;SISU/Ampla concorrência;1.0;XambioáTO;1722107;0;Brasileira;XambioáTO;1722107;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Não;AC
246;2026;;2020.0;22/02/2021;2021;;;;20/11/2025;04/12/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;PS/Ampla Concorrência (Inativa);77.24;AraguaínaTO;1702109;0;Brasileira;Conceição do AraguaiaPA;1502707;Graduação;79.0;1;0.3;M;Cancelamento Compulsório;Cancelamento Compulsório;Privada;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;22;1096;2192;;Não;AC
472;2026;;2018.0;22/02/2021;2021;;;;04/07/2026;26/07/1988;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Não declarado;PS/Portador de Diploma;64.97;WanderlândiaTO;1722081;0;Brasileira;MossoróRN;2408003;Graduação;36.0;1;;M;Cancelamento Compulsório;Cancelamento Compulsório;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;;Não;Não;Sim;Sim;;;37;1096;2192;;Sim;Diploma
248;2027;;2020.0;14/01/2022;2022;;;;22/11/2025;24/05/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Escola pública, baixa renda (R4);85.55;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;92.0;1;0.94;M;Matrícula Vínculo Institucional;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Sim;;;22;1096;2192;;Sim;R4
249;2025;;2017.0;03/02/2020;2020;;;;23/11/2025;07/07/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);75.07;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;78.0;1;0.19;F;Matrícula Vínculo Institucional;Em Aberto;Pública;Municipal;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;25;1096;2192;;Não;AC
250;2022;;2011.0;02/03/2017;2017;;;;24/11/2025;16/10/1989;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;26.95;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;35;1096;2192;;Sim;R6
481;2027;;2019.0;14/01/2022;2022;;;;13/07/2026;13/06/1995;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;PS/Portador de Diploma;58.6;AraguaínaTO;1702109;0;Brasileira;AracajuSE;2800308;Graduação;14.0;2;1.06;M;Cancelado;Cancelada;Pública;;;;Urbana;Não;Sim;Sim;Não;Não;Sim;;Não;Não;Sim;Sim;;;30;1096;2192;;Sim;Diploma
305;2023;2020.0;2011.0;01/02/2018;2018;17/12/2021;23/09/2022;;18/01/2026;04/11/1993;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);79.61;AraguaínaTO;1702109;0;Brasileira;XambioáTO;1722107;Graduação;100.0;1;;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1695.0;1415.0;31;1096;2192;280.0;Sim;R2
253;2025;;2018.0;03/02/2020;2020;;;;27/11/2025;02/01/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.81;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;;;;;;;;;;;;;;23;1096;2192;;Não;AC
254;2026;;2023.0;25/01/2024;2024;;;;28/11/2025;08/09/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);75.14;MuricilândiaTO;1713957;0;Brasileira;AraguaínaTO;1702109;Graduação;46.0;1;0.71;M;Matriculado;Matriculado;Pública;Municipal;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Não;AC
34;2027;;2012.0;14/01/2022;2022;;;;22/04/2025;30/12/1994;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Preta;PS/Reingresso;0.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;F;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Não;;Não;Não;Sim;Sim;;;30;1096;2192;;Não;Reingresso
191;2023;;2016.0;01/02/2018;2018;;;;26/09/2025;05/04/1989;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;36;1096;2192;;Sim;LB_PPI
257;2026;;2021.0;25/01/2024;2024;;;;01/12/2025;15/05/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, independente de renda (R8);86.76;AraguaínaTO;1702109;0;Brasileira;ImperatrizMA;2105302;Graduação;44.0;1;1.42;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Sim;R8
258;2027;;2024.0;03/02/2025;2025;;;;02/12/2025;15/06/2007;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;63.25;Maurilândia do TocantinsTO;1712801;0;Brasileira;TocantinópolisTO;1721208;Graduação;6.0;1;0.0;M;Matriculado;Em Aberto;Pública;;;;Rural;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;18;1096;2192;;Sim;LI_EP
244;2021;;2014.0;23/03/2016;2016;;;;18/11/2025;07/04/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;1.0;Nova OlindaTO;1714880;0;Brasileira;Colinas do TocantinsTO;1705508;Graduação;63.48;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Sim;LB_PPI
260;2025;;2019.0;30/01/2023;2023;;;;04/12/2025;06/03/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, independente de renda (R8);67.9;Colinas do TocantinsTO;1705508;0;Brasileira;Colinas do TocantinsTO;1705508;Graduação;12.67;1;0.95;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;24;1096;2192;;Sim;R8
261;2025;;2015.0;03/02/2020;2020;;;;05/12/2025;04/08/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;7.9;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;29;1096;2192;;Não;AC
262;2027;;2021.0;03/02/2025;2025;;;;06/12/2025;15/02/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;76.74;AraguaínaTO;1702109;0;Brasileira;AnanásTO;1701002;Graduação;12.0;1;0.5;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;23;1096;2192;;Sim;LI_EP
263;2021;;2015.0;23/03/2016;2016;;;;07/12/2025;09/11/1998;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;RosárioMA;2109601;Graduação;7.9;1;;F;Transferido Externo;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;;;26;1096;2192;;Não;AC
264;2027;;2021.0;03/02/2025;2025;;;;08/12/2025;10/03/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;78.77;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;1;0.89;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Sim;LI_EP
265;2025;;2022.0;30/01/2023;2023;;;;09/12/2025;23/05/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, independente de renda (R8);92.1;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;75.0;1;1.85;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Sim;R8
266;2022;;2011.0;02/03/2017;2017;;;;10/12/2025;29/03/1994;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Escola pública, independente de renda (R8);1.0;AraguaínaTO;1702109;0;Brasileira;São PauloSP;3550308;Graduação;19.05;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;31;1096;2192;;Sim;R8
267;2022;;2013.0;02/03/2017;2017;;;;11/12/2025;25/02/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;1.0;AraguaínaTO;1702109;0;Brasileira;BelémPA;1501402;Graduação;12.71;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;26;1096;2192;;Sim;LB_PPI
268;2025;;2014.0;03/02/2020;2020;;;;12/12/2025;06/11/1990;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;47.57;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Privada;;;;Urbana;;;;;;;;;;;;;;34;1096;2192;;Não;AC
269;2027;;2021.0;03/02/2025;2025;;;;13/12/2025;16/03/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;75.8;BabaçulândiaTO;1703008;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;1;0.07;F;Matriculado;Matriculado;Pública;Municipal;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Sim;LI_EP
270;2025;;2015.0;30/01/2023;2023;;;;14/12/2025;27/06/1998;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;Processo Seletivo/Ampla Concorrência (AC);51.9;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;17.0;1;;F;Cancelado;Cancelada;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;27;1096;2192;;Não;AC
271;2027;;2024.0;03/02/2025;2025;;;;15/12/2025;05/03/2007;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;80.44;Nova OlindaTO;1714880;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;1;0.53;F;Matriculado;Matriculado;Pública;Municipal;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;18;1096;2192;;Sim;LI_EP
272;2021;;2014.0;23/03/2016;2016;;;;16/12/2025;01/04/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;50.76;1;;M;Cancelamento por Desligamento;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Não;AC
95;2020;;2014.0;30/01/2015;2015;19/12/2018;28/02/2020;;22/06/2025;20/01/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;;F;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;1855.0;1419.0;28;1096;2192;436.0;Não;AC
274;2022;;2017.0;02/03/2017;2017;;;;18/12/2025;17/07/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;12.62;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;26;1096;2192;;Sim;R6
103;2020;;2009.0;30/01/2015;2015;19/12/2018;28/02/2020;;30/06/2025;14/07/1991;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Preta;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;;F;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;1855.0;1419.0;34;1096;2192;436.0;Não;AC
276;2027;;2020.0;14/01/2022;2022;;;;20/12/2025;04/01/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;PS/Ampla Concorrência (Inativa);76.15;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;12.28;1;;F;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Não;;Não;Não;Sim;Sim;;;22;1096;2192;;Não;AC
114;2020;;2009.0;30/01/2015;2015;19/12/2018;28/02/2020;;11/07/2025;18/05/1992;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;ImperatrizMA;2105302;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;1855.0;1419.0;33;1096;2192;436.0;Não;AC
278;2025;;2020.0;30/01/2023;2023;;;;22/12/2025;17/08/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);76.99;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;70.0;1;1.18;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;22;1096;2192;;Não;AC
47;2026;;2002.0;25/01/2024;2024;;;;05/05/2025;31/12/1984;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Branca;PS/Reingresso;25.38;AraguaínaTO;1702109;0;Brasileira;AnápolisGO;5201108;Graduação;15.0;1;0.62;M;Matriculado;Em Aberto;Privada;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;40;1096;2192;;Não;Reingresso
101;2027;;2014.0;14/01/2022;2022;;;;28/06/2025;13/04/1994;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Reingresso;72.0;AraguaínaTO;1702109;0;Brasileira;ItaitubaPA;1503606;Graduação;3.05;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Não;;Não;Não;Sim;Sim;;;31;1096;2192;;Não;Reingresso
281;2025;;2016.0;30/01/2023;2023;;;;25/12/2025;03/10/1998;;Baixa Visão;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Baixa Renda, com Deficiência (R1);9.26;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;1.86;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;27;1096;2192;;Sim;R1
282;2027;;2017.0;14/01/2022;2022;;;;26/12/2025;09/07/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Amarela;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;7.91;1;;F;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;;;;;;;;;;;;;;25;1096;2192;;Não;AC
283;2025;;2021.0;30/01/2023;2023;;;;27/12/2025;18/12/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Escola pública, baixa renda (R4);23.14;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;21;1096;2192;;Sim;R4
284;2027;;2002.0;03/02/2025;2025;;;;28/12/2025;06/11/1984;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/LB_PPI: Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas;77.16;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;1;0.5;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;40;1096;2192;;Sim;LB_PPI
285;2025;;2002.0;03/02/2020;2020;;;;29/12/2025;06/11/1984;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;40;1096;2192;;Não;AC
252;2020;;2013.0;30/01/2015;2015;19/12/2018;28/02/2020;;26/11/2025;09/09/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;1855.0;1419.0;29;1096;2192;436.0;Não;AC
287;2025;;2009.0;03/02/2020;2020;;;;31/12/2025;16/02/1991;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;34;1096;2192;;Não;AC
288;2027;;2016.0;14/01/2022;2022;;;;01/01/2026;20/03/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;WanderlândiaTO;1722081;0;Brasileira;WanderlândiaTO;1722081;Graduação;0.0;1;;F;Cancelamento por Desligamento;Cancelamento por Desligamento;Privada;;;;Urbana;;;;;;;;;;;;;;26;1096;2192;;Não;AC
289;2027;;2024.0;03/02/2025;2025;;;;02/01/2026;06/03/1977;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;77.68;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;1;0.89;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;48;1096;2192;;Sim;LI_EP
222;2027;;1991.0;14/01/2022;2022;;;;27/10/2025;05/09/1974;;Deficiência Física;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;PS/Reingresso;66.38;AraguaínaTO;1702109;0;Brasileira;TeresinaPI;2211001;Graduação;66.0;2;1.06;M;Matriculado;Em Aberto;Privada;;;;Urbana;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;51;1096;2192;;Não;Reingresso
291;2022;;2009.0;02/03/2017;2017;;;;04/01/2026;19/06/1992;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;26.95;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;33;1096;2192;;Não;AC
87;2024;2024.0;2012.0;28/01/2019;2019;20/12/2022;01/11/2024;11/11/2024;14/06/2025;27/12/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;Processo Seletivo/Escola pública, baixa renda (R4);79.23;AraguaínaTO;1702109;0;Brasileira;RiachãoMA;2109502;Graduação;100.0;1;2.27;M;Formado;Matrícula Vínculo Institucional;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;2104.0;1422.0;27;1096;2192;682.0;Sim;R4
293;2022;;2015.0;02/03/2017;2017;;;;06/01/2026;09/12/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;BrasíliaDF;5300108;Graduação;22.19;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;27;1096;2192;;Não;AC
